         10624935 function calls (9814326 primitive calls) in 9.771 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.002    0.002 _datasource.py:36(<module>)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 pathlib.py:1005(Path)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.349    0.349 staging.py:1(<module>)
    13/11    0.000    0.000    0.015    0.001 __init__.py:109(import_module)
       70    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdf.py:1(<module>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1542(<listcomp>)
        1    0.000    0.000    0.002    0.002 _linprog.py:16(<module>)
        1    0.000    0.000    0.005    0.005 _root.py:7(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
      120    0.000    0.000    0.000    0.000 typing.py:613(<genexpr>)
        8    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        3    0.000    0.000    0.002    0.001 _version.py:7(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:19(TextToPath)
       12    0.000    0.000    0.000    0.000 rcsetup.py:67(_listify_validator)
        2    0.000    0.000    0.000    0.000 __init__.py:560(_get_config_or_cache_dir)
        7    0.000    0.000    0.000    0.000 inspect.py:2533(replace)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.004    0.004 defmatrix.py:1(<module>)
       60    0.000    0.000    0.000    0.000 fromnumeric.py:3033(_ndim_dispatcher)
       12    0.000    0.000    0.000    0.000 pathlib.py:687(_format_parsed_parts)
        6    0.000    0.000    0.000    0.000 pathlib.py:1078(home)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
       12    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       12    0.000    0.000    0.000    0.000 abc.py:130(register)
    13/11    0.000    0.000    0.015    0.001 <frozen importlib._bootstrap>:994(_gcd_import)
       86    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 _shgo.py:450(SHGO)
        1    0.000    0.000    0.011    0.011 _shgo.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:304(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        1    0.000    0.000    0.004    0.004 _basic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3076(Text)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
        1    0.000    0.000    0.000    0.000 transforms.py:721(Bbox)
        1    0.000    0.000    0.000    0.000 colorbar.py:356(ColorbarBase)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1637(postParse)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2201(__mul__)
       15    0.000    0.000    0.000    0.000 rcsetup.py:307(<listcomp>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       19    0.000    0.000    0.000    0.000 __init__.py:1382(_to_unmasked_float_array)
        2    0.000    0.000    0.000    0.000 deprecation.py:374(_make_keyword_only)
       26    0.000    0.000    0.000    0.000 core.py:6660(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       26    0.000    0.000    0.000    0.000 core.py:56(is_style_file)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:71(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        7    0.000    0.000    0.000    0.000 enum.py:360(__members__)
       26    0.000    0.000    0.000    0.000 enum.py:628(value)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       29    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       41    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:8(<module>)
        1    0.000    0.000    0.005    0.005 rotation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_util.py:3(<module>)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        1    0.000    0.000    0.001    0.001 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:52(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       18    0.000    0.000    0.000    0.000 data.py:133(_create_method)
        1    0.000    0.000    0.000    0.000 lil.py:23(lil_matrix)
        1    0.000    0.000    0.001    0.001 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
      5/3    0.000    0.000    0.000    0.000 typing.py:340(__getitem__)
        1    0.000    0.000    0.000    0.000 table.py:246(Table)
        1    0.000    0.000    0.003    0.003 table.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:654(BakomaFonts)
        1    0.000    0.000    0.000    0.000 patches.py:20(Patch)
        1    0.000    0.000    0.000    0.000 contour.py:50(ContourLabeler)
        1    0.000    0.000    0.000    0.000 path.py:10(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5312(delimitedList)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5688(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2256(makeOptionalList)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4844(__str__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:328(__call__)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:729(RcParams)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:154(eye)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
       60    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
       12    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       50    0.000    0.000    0.000    0.000 enum.py:623(name)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
      110    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
      102    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _linprog_rs.py:17(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:254(find_best_blas_type)
        1    0.000    0.000    0.001    0.001 _helper.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:760(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 __init__.py:1754(Wm)
        1    0.000    0.000    0.003    0.003 backend_qt5agg.py:3(<module>)
        1    0.000    0.000    0.002    0.002 backend_qt5.py:1(<module>)
        1    0.000    0.000    0.007    0.007 backend_tkagg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:312(_ColorbarMappableDummy)
        1    0.000    0.000    0.001    0.001 cycler.py:41(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1555(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1860(enablePackrat)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3217(charsAsStr)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3691(__init__)
       66    0.000    0.000    0.000    0.000 pyparsing.py:4029(<genexpr>)
       20    0.000    0.000    0.000    0.000 rcsetup.py:464(validate_fontweight)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
       11    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       27    0.000    0.000    0.000    0.000 __init__.py:886(is_url)
  109/105    0.000    0.000    0.000    0.000 __init__.py:270(wrapper)
        8    0.000    0.000    0.000    0.000 core.py:8001(getdoc)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
       13    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6743(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1261(mkdir)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       60    0.000    0.000    0.000    0.000 multiarray.py:635(result_type)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        9    0.000    0.000    0.000    0.000 re.py:307(_subx)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       48    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blas.py:365(_memoize_get_funcs)
        1    0.000    0.000    0.014    0.014 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 potentials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:140(EventType)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:130(FigureCanvasTk)
        1    0.000    0.000    0.000    0.000 polar.py:774(PolarAxes)
